article_id,source,sent_idx,score,sentence
laysumm_elife_0028,eLife,5,0.37659528851509094,"We found that when we made the brain waves more synchronized using this stimulation, people performed better on working memory tasks, but only when the tasks were difficult."
laysumm_elife_0028,eLife,6,0.3357919454574585,"At the same time, we took brain scans using fMRI and saw that the effects of the stimulation depended on how the timing of the stimulation matched the person’s current mental processing."
laysumm_elife_0028,eLife,7,0.3973366916179657,"Specifically, when the stimulation was synchronized during a verbal working memory task, activity increased in a part of the brain called the parietal cortex, and this increase was linked to better task performance."
laysumm_elife_0028,eLife,8,0.33854788541793823,We also found that the timing of the stimulation affected how information flowed between the front and parietal brain regions involved in working memory.
laysumm_elife_0028,eLife,9,0.4007446765899658,"Overall, our findings show a clear connection between how well people perform on challenging working memory tasks and the synchronization of brain waves across large brain networks."
laysumm_elife_0035,eLife,1,0.44776809215545654,"A part of the brain called the granular retrosplenial cortex helps us with both understanding where we are in space and with other types of thinking, but scientists do not yet fully understand how its nerve cells work."
laysumm_elife_0035,eLife,2,0.4824543595314026,"Using a technique that activates brain cells with light in mice, researchers found that the upper layers of this brain area contain two separate circuits that handle different kinds of information at the same time."
laysumm_elife_0035,eLife,3,0.4906948208808899,"They discovered that brain regions carrying information about space, like the anterior thalamus and dorsal subiculum, mainly connect to a special group of small nerve cells called low-rheobase pyramidal cells in the retrosplenial cortex."
laysumm_elife_0035,eLife,4,0.41141068935394287,"In contrast, nearby regular-spiking nerve cells receive most of their input from other brain areas, such as the claustrum and anterior cingulate, which mostly send non-spatial information."
laysumm_elife_0035,eLife,5,0.4004484713077545,"This separation is possible because the nerve fibers and branches of these cells are arranged very precisely within the first layer of the retrosplenial cortex, allowing the two circuits to work side by side without mixing."
laysumm_elife_0035,eLife,6,0.4317430853843689,"The way signals from the thalamus connect to the low-rheobase cells lets these cells calculate how fast the head is turning, even though the incoming signals only show the direction the head is facing, not the speed of movement."
laysumm_elife_0035,eLife,7,0.4358241558074951,"Together, these findings show that the retrosplenial cortex contains a special type of nerve cell that is perfectly set up to process spatial information and help with understanding orientation in space."
laysumm_elife_0057,eLife,1,0.4660944640636444,Flowers that keep the same shape and form are better at reproducing and can handle changes in their environment more easily.
laysumm_elife_0057,eLife,2,0.5057550072669983,"For example, the small plant Arabidopsis thaliana always produces flowers with the same number of petals."
laysumm_elife_0057,eLife,3,0.9732975363731384,But a close relative called Cardamine hirsuta has flowers with different numbers of petals.
laysumm_elife_0057,eLife,4,0.5153318643569946,We found that changes in a gene called APETALA1 explain why these two plants differ in how consistent their petal numbers are.
laysumm_elife_0057,eLife,5,0.33527886867523193,The Arabidopsis version of APETALA1 helps keep petal numbers stable by hiding the effects of other genes that can change petal number in Cardamine hirsuta.
laysumm_elife_0057,eLife,6,0.44257789850234985,"In contrast, the Cardamine hirsuta version of APETALA1 cannot perform this stabilizing role, and differences in the gene’s regulatory regions also play a part in this change."
laysumm_elife_0057,eLife,7,0.35172680020332336,"Interestingly, Cardamine hirsuta keeps having flowers with different petal numbers even though it has enough natural genetic variation to produce flowers with four petals like Arabidopsis."
laysumm_elife_0062,eLife,1,0.4418143332004547,The digestive system is very important for most animals because it helps them process food and heal when damaged.
laysumm_elife_0062,eLife,2,0.3995698392391205,"To understand how the digestive system works and repairs itself, scientists need a detailed map showing which genes are active and what types of cells are present."
laysumm_elife_0062,eLife,3,0.6384403109550476,"In this study, researchers used special methods called laser-capture microdissection and RNA sequencing to examine gene activity in the gut of a flatworm named Schmidtea mediterranea, which can regrow all its organs, including its digestive system."
laysumm_elife_0062,eLife,4,0.6758950352668762,This approach allowed them to find hundreds of genes active in the gut that had not been detected by earlier studies.
laysumm_elife_0062,eLife,5,0.403788685798645,"They also discovered that many aspects of gut function and the types of cells involved are very similar between these flatworms and other animals, including humans."
laysumm_elife_0062,eLife,6,0.5108878016471863,"By studying gene activity along the medio-lateral axis of the flatworm’s intestine, the team found new patterns of gene expression, especially in special cells called goblet cells."
laysumm_elife_0062,eLife,7,0.40845274925231934,"They identified two important genes that help control how goblet cells regenerate and stay healthy: one called gli-1, which is involved in regeneration, and another called RREB2, which helps maintain these cells."
laysumm_elife_0062,eLife,8,0.3944121301174164,"Overall, this research provides valuable tools and information that will help scientists better understand how the gut works, repairs itself, and regrows after injury."
laysumm_elife_0070,eLife,1,0.6510655879974365,"Mitochondria, the parts of cells that produce energy, need special systems to find and remove proteins that have lost their proper shape."
laysumm_elife_0070,eLife,2,0.4580061733722687,"However, scientists do not yet fully understand how mitochondria identify and clear out these damaged proteins."
laysumm_elife_0070,eLife,3,0.35172680020332336,"To study this, researchers used baker’s yeast cells and focused on two proteins located on the outer surface of mitochondria that become unstable when the temperature rises."
laysumm_elife_0070,eLife,4,0.34794750809669495,"When these temperature-sensitive proteins lose their shape, they are broken down right at the mitochondrial surface by a system that tags them for destruction and then recycles them."
laysumm_elife_0070,eLife,5,0.37865376472473145,"The tagging process uses different enzymes for each protein: one called Ubr1 adds tags to the first protein, while another called San1 mainly tags the second protein."
laysumm_elife_0070,eLife,6,0.4004484713077545,"The breakdown of these damaged proteins also depends on helper proteins known as chaperones, specifically the Hsp70 family called SSA and another called Sis1, which is the first time chaperones have been shown to be involved in this mitochondrial process."
laysumm_elife_0070,eLife,7,0.40739312767982483,"Additional proteins, including a complex named Cdc48-Npl4-Ufd1, as well as Doa1 and a mitochondrial adaptor called Ubx2, also play important roles in removing these faulty proteins."
laysumm_elife_0070,eLife,8,0.38940683007240295,"Overall, this study uncovers a unique quality control pathway that combines factors from both the cell fluid and mitochondria, making it different from other known protein cleanup systems in the cell."
laysumm_elife_0163,eLife,1,0.6617725491523743,MicroRNAs are small molecules in cells that help control how genes are used without making proteins themselves.
laysumm_elife_0163,eLife,2,0.8663567304611206,"One of these microRNAs, called miR-9, is very common in the brain."
laysumm_elife_0163,eLife,3,0.37865376472473145,"Scientists already know a lot about how miR-9 works in early brain cells, but they do not fully understand its role in the growth of dendrites and synapses, which are important parts of mature neurons."
laysumm_elife_0163,eLife,4,0.4023767113685608,"To study miR-9 in living animals, the researchers created a special type of mouse that carries a genetic tool called a 'miRNA sponge' which can block miR-9 activity in specific brain areas and at chosen times."
laysumm_elife_0163,eLife,5,0.4093214273452759,"Using these mice, they found that miR-9 is important for the growth of dendrites and for how neurons communicate through synapses."
laysumm_elife_0163,eLife,6,0.4076019823551178,"They also discovered that miR-9 helps dendrites grow by reducing the levels of a protein called REST, which normally acts to switch off certain genes."
laysumm_elife_0188,eLife,1,0.39516136050224304,"Diseases spread by mosquitoes tend to spread best at moderate temperatures, while very cold or very hot temperatures make it harder for these diseases to spread."
laysumm_elife_0188,eLife,2,0.4128769338130951,"But for most diseases carried by mosquitoes, scientists do not yet know the exact temperatures where disease spread is easiest or stops."
laysumm_elife_0188,eLife,3,0.40845274925231934,"To learn more, the researchers created a detailed model that shows how temperature affects the spread of Ross River virus, a mosquito-borne disease common in Australia and nearby islands that could also spread to other parts of the world."
laysumm_elife_0188,eLife,4,0.3404465317726135,"Their model shows that the virus spreads best at about 26.4 degrees Celsius, but the spread stops completely when temperatures fall below 17 degrees or rise above 31.5 degrees."
laysumm_elife_0188,eLife,5,0.3968643248081207,"The model also matches real-world patterns by predicting that the virus spreads all year in tropical regions, but only during certain seasons in cooler, temperate areas, which explains why human cases peak at specific times across the country."
laysumm_elife_0188,eLife,6,0.6929519772529602,"As the climate warms, the model suggests that virus spread will likely increase in cooler parts of Australia where most people live, but decrease in tropical areas where temperatures are already near the best level for spreading the virus."
laysumm_elife_0188,eLife,7,0.37865376472473145,"These findings show why it is important to use detailed models that consider how temperature affects disease spread in complex ways, especially to predict how diseases might change with climate warming."
laysumm_elife_0189,eLife,1,0.438802033662796,"Scientists have known for many years that the motor part of the brain produces rhythmic activity called beta oscillations, but it is still unclear how these rhythms affect behavior."
laysumm_elife_0189,eLife,2,0.41608452796936035,"To better understand how brain rhythms, neural activity, and behavior are connected, researchers recorded brain signals from the motor cortex of three monkeys while they performed a new task that involved controlling their own brain waves."
laysumm_elife_0189,eLife,3,0.39838770031929016,"In this task, the monkeys learned to change the strength of their beta oscillations on purpose, and after reaching the target level, they moved their arm to reach for an object."
laysumm_elife_0189,eLife,4,0.35732337832450867,"The researchers found that when the monkeys had lower beta oscillations before moving, they started their arm movements faster than when their beta oscillations were higher."
laysumm_elife_0189,eLife,5,0.4421672224998474,They also discovered that during periods of beta oscillations—whether caused by the monkeys’ control or occurring naturally—the overall pattern of brain activity moved further away from the state usually seen at the start of movement.
laysumm_elife_0189,eLife,6,0.3878200054168701,This shows that beta oscillations create a brain state that delays the start of movement by changing how groups of neurons behave together.
laysumm_plos_0051,PLOS,1,0.4547262489795685,"Some viruses, including Marburg virus, Kaposi's sarcoma-associated herpesvirus, and Dengue virus, turn on a protein called Nrf2 and use it to help their infection."
laysumm_plos_0051,PLOS,2,0.47165822982788086,"Before this study, scientists did not know how activating Nrf2 would affect infection by the human immunodeficiency virus, or HIV."
laysumm_plos_0051,PLOS,3,0.35172680020332336,"Sulforaphane, a natural compound made when cruciferous vegetables like broccoli are cut or chewed, activates Nrf2 and causes cells to change which genes they turn on."
laysumm_plos_0051,PLOS,4,0.39231836795806885,"In this study, we found for the first time that sulforaphane stops HIV from infecting primary macrophages, a type of immune cell, but it does not stop HIV infection in primary T cells."
laysumm_plos_0051,PLOS,5,0.35129785537719727,"Sulforaphane also blocked HIV infection in certain lab-grown immune cell lines treated to act like macrophages, but it did not block infection in other cell types tested."
laysumm_plos_0051,PLOS,6,0.537714421749115,"When we reduced Nrf2 levels using a special technique, HIV infection increased in macrophages and sulforaphane became less effective at stopping the virus."
laysumm_plos_0051,PLOS,7,0.5277105569839478,These findings support the idea that sulforaphane’s ability to block HIV depends on activating Nrf2.
laysumm_plos_0051,PLOS,8,0.38111546635627747,"We also discovered that sulforaphane stops HIV after the virus enters the cell but before the virus’s DNA forms special circular structures called 2-LTR circles, similar to how some known anti-viral proteins work."
laysumm_plos_0051,PLOS,9,0.4372829794883728,"However, sulforaphane did not increase the levels of these known anti-viral proteins, called SAMHD1 and MX2."
laysumm_plos_0051,PLOS,10,0.40845274925231934,"This study shows for the first time that activating Nrf2 can strongly block HIV infection, revealing a new way to stop the virus by triggering this natural defense."
laysumm_plos_0178,PLOS,1,0.6171352863311768,Mosquitoes of the Aedes type spread viruses that cause outbreaks of disease around the world.
laysumm_plos_0178,PLOS,2,0.3944416344165802,"In the Dominican Republic, cases of Zika virus appeared soon after a large outbreak of dengue, giving researchers a chance to compare how these two related viruses spread."
laysumm_plos_0178,PLOS,3,0.9391708970069885,The study used existing data collected from past cases to understand which groups of people were at risk and to describe the outbreaks across the whole country.
laysumm_plos_0178,PLOS,4,0.35032209753990173,"As expected, most dengue cases—about three-quarters—were found in children under 20 years old, while Zika infections were spread more evenly across all age groups."
laysumm_plos_0178,PLOS,5,0.34794750809669495,"Dengue infection rates were marginally higher in males, with about 26 cases per 10,000 people, compared to about 22 cases per 10,000 females."
laysumm_plos_0178,PLOS,6,0.4265207052230835,"In contrast, most Zika infections—nearly 74%—were reported in females, showing a strong clustering of cases among women."
laysumm_plos_0178,PLOS,7,0.3404465317726135,"Calculations of the virus’s spread, called the basic reproduction number or R0, were higher for females at 1.84 compared to 1.72 for males, indicating more transmission among women."
laysumm_plos_0178,PLOS,8,0.3631748855113983,"However, rates of Guillain-Barré syndrome, a serious nerve condition linked to Zika, were slightly higher in males than females, at 0.62 versus 0.57 cases per 10,000 people respectively."
laysumm_plos_0178,PLOS,9,0.4267343580722809,The data suggest that having had dengue before did not significantly change how often people got Zika at the population level.
laysumm_plos_0178,PLOS,10,0.4163537919521332,"Differences in how men and women report illness can affect the accuracy of infection estimates, but this can be studied by looking at related health conditions to better understand why cases seem to be higher in one sex."
laysumm_plos_0178,PLOS,11,0.4004484713077545,"The most likely reason for more women of childbearing age reporting Zika is that health campaigns encouraged them to seek care, although it is still possible that women are biologically more susceptible to the virus."
laysumm_plos_0178,PLOS,12,0.3865031898021698,"Because of this, media campaigns and health screenings are recommended for women of reproductive age during Zika outbreaks."
laysumm_plos_0178,PLOS,13,0.34892013669013977,Future research should focus on how Zika affects people who have previously had dengue infections.
laysumm_plos_0209,PLOS,1,0.46433210372924805,"When nitrogen is scarce, filaments of the cyanobacterium Anabaena develop a pattern where special nitrogen-fixing cells called heterocysts appear, spaced by about ten regular photosynthetic cells."
laysumm_plos_0209,PLOS,2,0.5596333742141724,"We examined how the gene HetR, which is crucial for forming these heterocysts, is turned on and off in individual cells along the filaments, both when nitrogen is plentiful and at different times after nitrogen is removed."
laysumm_plos_0209,PLOS,3,0.42824360728263855,"To track HetR activity, we used a special genetic tool that links the HetR protein to a fluorescent marker directly in the cells' chromosomes, allowing us to see gene activity in living cells."
laysumm_plos_0209,PLOS,4,0.4647577106952667,"Our detailed analysis showed that changes in HetR gene activity in one cell are linked to changes in nearby cells, with this connection extending over about two to three neighboring cells along the filament."
laysumm_plos_0209,PLOS,5,0.3944121301174164,"These links between cells mostly happen because molecules can move between cells, rather than because cells divide and pass on gene activity patterns."
laysumm_plos_0209,PLOS,6,0.5954424142837524,"After nitrogen is removed, the fluctuations in HetR activity build upon the patterns that already exist when nitrogen is abundant."
laysumm_plos_0209,PLOS,7,0.40845274925231934,"Under nitrogen-rich conditions, the steady activity of the HetR inhibitor PatS, communication between cells influenced by the protein SepJ, and positive feedback where HetR promotes its own production are all important for controlling how HetR activity varies and spreads along the filaments."
laysumm_plos_0209,PLOS,8,0.44739970564842224,"Comparing conditions with and without nitrogen revealed differences between two inhibitors of HetR, PatS and HetN, as well as differences in how the septal proteins SepJ and FraC/FraD help cells communicate."
laysumm_plos_0209,PLOS,9,0.36114805936813354,"Overall, our findings show that proteins responsible for activating and inhibiting HetR, together with cell-to-cell communication, work alongside natural random variations in gene activity to control linked fluctuations that create the one-dimensional pattern of cell types in Anabaena filaments."
laysumm_plos_0228,PLOS,1,0.8170664310455322,"People can learn and remember several different ways to connect what they see with how they move, especially when they get feedback for each way one after the other."
laysumm_plos_0228,PLOS,2,0.5341958403587341,"They can also use clues from the situation to switch between these different learned movement patterns, but learning these links requires being aware of the clues’ role."
laysumm_plos_0228,PLOS,3,0.4803999960422516,"However, we do not fully understand how people learn to link these clues to the right movement patterns, or how this learning applies when they face new but similar situations."
laysumm_plos_0228,PLOS,4,0.7395440340042114,"To study this, participants quickly pointed at targets while we changed how their visual feedback was shifted from where they actually moved."
laysumm_plos_0228,PLOS,5,0.8513848185539246,The sideways shift in visual feedback varied depending on the shape of the target they were aiming at.
laysumm_plos_0228,PLOS,6,0.7342453002929688,"Because of this, participants had to use different ways of linking the target’s position to their movement, based on the target’s shape, in order to successfully hit it."
laysumm_plos_0228,PLOS,7,0.6496115326881409,The targets came from a smooth range of shapes that gradually changed from spiky to round.
laysumm_plos_0228,PLOS,8,0.932377815246582,"After training, we tested how well participants performed without any feedback on new target shapes they had not seen before."
laysumm_plos_0228,PLOS,9,0.402839332818985,"We first thought that participants might consciously learn a simple straight-line rule linking the target shape to the movement needed, and then apply this rule to new shapes."
laysumm_plos_0228,PLOS,10,0.3631748855113983,"Alternatively, we created a model based on previous research that suggests people learn in a more unconscious way, categorizing shapes and choosing one movement pattern or the other."
laysumm_plos_0228,PLOS,11,0.445842444896698,"Our results showed that although people needed to be aware of the clues to learn the connections, they tended to use the movement pattern linked to the trained shape most similar to the current one, which fits with the unconscious learning model."
laysumm_plos_0228,PLOS,12,0.3535168170928955,"The model also predicted that learning would slow down as more pairs of shapes and movements were added, and our data confirmed this."
laysumm_plos_0228,PLOS,13,0.6029929518699646,"In summary, the model matched our experimental findings well and may explain how people can learn several different ways to connect what they see with how they move at the same time."
laysumm_plos_0285,PLOS,1,0.525949239730835,"Currently, each neglected tropical disease has its own separate guidelines for collecting the data needed to plan control programs."
laysumm_plos_0285,PLOS,2,0.3820030689239502,"When several of these diseases occur in the same areas, combining their data collection into one integrated approach could save a lot of time and money."
laysumm_plos_0285,PLOS,3,0.4358241558074951,"We created and tested a new integrated mapping method called Integrated Threshold Mapping, or ITM, which covers four diseases: lymphatic filariasis, trachoma, schistosomiasis, and soil-transmitted helminths."
laysumm_plos_0285,PLOS,4,0.4358241558074951,This method is designed to use resources efficiently and to find out if the level of disease in an area has reached a point where public health actions should start.
laysumm_plos_0285,PLOS,5,0.3952018916606903,The ITM method uses the World Health Organization’s recommended signs and age groups for each disease to decide if intervention is needed.
laysumm_plos_0285,PLOS,6,0.4295617341995239,"For most diseases, data were collected at the district level, but for schistosomiasis, smaller areas called sub-districts were used instead of larger ecological zones."
laysumm_plos_0285,PLOS,7,0.635055661201477,We tested the ITM method by comparing it to the current WHO mapping methods in one district each in Mali and Senegal.
laysumm_plos_0285,PLOS,8,0.4004484713077545,"The ITM method gave the same recommendations as the WHO methods for starting public health actions against trachoma, lymphatic filariasis, and soil-transmitted helminths, but it suggested more focused actions for schistosomiasis."
laysumm_plos_0285,PLOS,9,0.40484529733657837,"The ITM method was practical to use, worked well in the field, and saved money compared to the separate WHO methods for each disease."
laysumm_plos_0285,PLOS,10,0.38257086277008057,This new integrated mapping tool could help countries where these diseases are common to start important health programs more easily.
laysumm_plos_0457,PLOS,1,0.8961182832717896,Stem cells naturally live in special areas called niches that are designed to support and house them.
laysumm_plos_0457,PLOS,2,0.8830890655517578,"As organs get older, fewer stem cells remain in their niches, but scientists do not yet fully understand the reasons behind this change."
laysumm_plos_0457,PLOS,3,0.512476921081543,"In female fruit flies, a signaling process called Notch becomes stronger in germline stem cells as they age, which causes these cells to leave their supportive niches."
laysumm_plos_0457,PLOS,4,0.6070454120635986,Stem cells that have lower Notch activity stick more strongly to their niche and can outcompete neighboring cells with higher Notch levels.
laysumm_plos_0457,PLOS,5,0.44909530878067017,"This difference in stickiness is controlled by a protein called E-cadherin, which helps cells attach to their surroundings."
laysumm_plos_0457,PLOS,6,0.4004484713077545,"When Notch signaling is artificially increased in these stem cells, they leave their niches faster as they age, and this process partly depends on a protein named Sex lethal."
laysumm_plos_0457,PLOS,7,0.4004484713077545,"However, blocking Notch signaling in these stem cells does not stop their loss during aging, nor does it affect another important signal called BMP that helps stem cells renew themselves."
laysumm_plos_0457,PLOS,8,0.48581480979919434,"In contrast to the stem cells, Notch activity in the niche cells decreases with age; this activity is important for keeping the niche intact and holding stem cells in place."
laysumm_plos_0457,PLOS,9,0.49986007809638977,This shows that Notch signaling controls stem cell presence in the niche both from within the stem cells themselves and from the surrounding niche cells.
laysumm_plos_0457,PLOS,10,0.4004484713077545,"Overall, these findings reveal a new role for Notch signaling in managing how stem cells stick to their niche as they age, which may also help us understand how cancer cells spread by reducing their adhesion."
laysumm_plos_0501,PLOS,1,0.9993751645088196,"HIV infection cannot be cured at this time, but it can be controlled by using a combination of several anti-retroviral drugs."
laysumm_plos_0501,PLOS,2,0.8638006448745728,"Because each person’s HIV virus can have a different genetic makeup, it is important to find the right mix of drugs to treat each individual effectively."
laysumm_plos_0501,PLOS,3,0.4327278137207031,"Thanks to the availability of genetic information about the virus and clinical data on how it behaves, computer models can now help predict the best treatment plan for each patient."
laysumm_plos_0501,PLOS,4,0.3944416344165802,"However, current prediction methods only use the virus’s genetic sequence and do not take into account how similar the drugs are to each other chemically."
laysumm_plos_0501,PLOS,5,0.3747560977935791,"To improve predictions, we used a method called proteochemometric modeling that combines information about both the chemical properties of drugs and the viral proteins they target into one model."
laysumm_plos_0501,PLOS,6,0.3535168170928955,"We based our models on a very large clinical dataset containing about 300,000 measurements of how different drugs interact with many viral mutants, including 4 non-nucleoside reverse transcriptase inhibitors, 8 nucleoside reverse transcriptase inhibitors, and 9 protease inhibitors, tested against tens of thousands of viral mutants."
laysumm_plos_0501,PLOS,7,0.4596903622150421,"Our models were able to predict drug resistance with an error smaller than 0.5 Log Fold Change, showing high accuracy."
laysumm_plos_0501,PLOS,8,0.3404465317726135,"When we compared our proteochemometric models to earlier models that only used genetic sequence data, ours performed better in classifying resistance and predicting how much the virus’s sensitivity to drugs changed."
laysumm_plos_0501,PLOS,9,0.40484529733657837,"Using our data, we confirmed mutations already known to cause drug resistance and also discovered new mutations in the HIV reverse transcriptase and protease enzymes that had not been reported before."
laysumm_plos_0501,PLOS,10,0.4004484713077545,"We then tested our models retrospectively on a public HIV resistance database from Stanford University and achieved an 84% accuracy in predicting resistance, which is better than the previous best of 80% on a smaller, high-quality dataset."
laysumm_plos_0501,PLOS,11,0.37187111377716064,"Overall, our proteochemometric models can accurately predict how resistant the virus will be to drugs based on its genetic information, even for new viral mutants and mixtures of different strains."
laysumm_plos_0501,PLOS,12,0.34418734908103943,"We also included a feature that tells users how reliable each prediction is, helping doctors and researchers understand when to trust the results."
laysumm_plos_0563,PLOS,1,0.5038913488388062,"Staphylococcus aureus is a type of bacteria that causes infections by using special proteins on its surface to stick to and invade the body's cells and tissues, while also avoiding the immune system."
laysumm_plos_0563,PLOS,2,0.44966351985931396,"One of these surface proteins, called clumping factor B or ClfB, helps the bacteria live inside the nose by attaching strongly to a protective protein layer found there."
laysumm_plos_0563,PLOS,3,0.4013221859931946,"Until now, scientists did not know what role ClfB plays during infections of the skin and soft tissues."
laysumm_plos_0563,PLOS,4,0.46709975600242615,"This effect happens because ClfB binds specifically to a protein called loricrin, which is found inside the abscess tissue."
laysumm_plos_0563,PLOS,5,0.40922626852989197,This study found that ClfB is very important in shaping the structure of skin abscesses and controlling how many bacteria are present early in the infection.
laysumm_plos_0563,PLOS,6,0.3596966862678528,"When mice were given a vaccine designed to target ClfB, which triggered both antibody and cellular immune responses, they were protected against skin infections caused by Staphylococcus aureus."
laysumm_plos_0563,PLOS,7,0.40484529733657837,These findings show that ClfB is an important target for developing future vaccines to prevent skin and soft tissue infections caused by this bacteria.
laysumm_plos_1116,PLOS,1,0.40940821170806885,Dengue virus is the most common virus spread by mosquitoes and causes about 100 million people to get sick every year.
laysumm_plos_1116,PLOS,2,0.9415410161018372,"This virus can cause a range of illnesses, from a mild fever called dengue fever to a more dangerous form known as dengue hemorrhagic fever."
laysumm_plos_1116,PLOS,3,0.4004484713077545,"The serious symptoms of dengue hemorrhagic fever usually appear about 5 to 7 days after the fever starts, but scientists do not yet fully understand why some people develop this severe form."
laysumm_plos_1116,PLOS,4,0.45555758476257324,"To learn more, we studied blood samples from adults with mild and severe dengue during both the critical phase of illness and the recovery phase."
laysumm_plos_1116,PLOS,5,0.3129419982433319,We found 29 different chemicals in the blood that showed different levels between mild and severe dengue during the critical phase.
laysumm_plos_1116,PLOS,6,0.5380693078041077,"These chemicals included bile acids, purines, acylcarnitines, phospholipids, and amino acids, which are all important for various body functions."
laysumm_plos_1116,PLOS,7,0.40885502099990845,"We saw that bile acids were up to five times lower in patients with severe dengue, and these lower levels were linked to signs of liver damage."
laysumm_plos_1116,PLOS,8,0.34794750809669495,"We also found that uric acid, which is the most common antioxidant in the blood, was about 1.5 times lower in severe dengue patients compared to those with mild dengue."
laysumm_plos_1116,PLOS,9,0.410393089056015,This lower level of uric acid may reduce the body’s natural antioxidant defenses and lead to higher oxidative stress in severe dengue cases.
laysumm_plos_1116,PLOS,10,0.4288475513458252,"Even during recovery, eight chemicals including a specific bile acid remained at different levels in severe dengue patients, suggesting that the liver may still be affected after the critical phase."
laysumm_plos_1116,PLOS,11,0.38518109917640686,"Our study showed that several metabolic pathways are altered in severe dengue during both the critical and recovery phases, revealing differences in how the virus interacts with the body compared to mild dengue."
laysumm_plos_1116,PLOS,12,0.37865376472473145,These findings help us better understand how severe dengue develops and suggest new directions for treatments to manage this serious disease.
laysumm_plos_1309,PLOS,1,0.4810362756252289,"Cells carefully control the amount of certain protein parts called substrate receptors that help form Cullin-RING ubiquitin ligases, or CRLs, so that all types of these important complexes are available when needed."
laysumm_plos_1309,PLOS,2,0.5751975774765015,"If some substrate receptors become too common, they can trap the shared core parts of CRLs, making those core parts unavailable for other receptors."
laysumm_plos_1309,PLOS,3,0.9891613125801086,"Problems with controlling the levels of these substrate receptors have been linked to many diseases, including cancer, especially for the largest group of CRLs called SCF ligases."
laysumm_plos_1309,PLOS,4,0.44980695843696594,"One known way cells control the amount of substrate receptors called F-box proteins is by tagging them with ubiquitin through a process that happens within the complete SCF complex, which then leads to their breakdown."
laysumm_plos_1309,PLOS,5,0.8916158080101013,"In this study, we found a new pathway that adds ubiquitin and breaks down the F-box protein Met30 when it is not attached to another protein called Skp1."
laysumm_plos_1309,PLOS,6,0.45846161246299744,"Surprisingly, this new pathway needs the cullin protein Cdc53 (also called Cul1) but does not require Skp1, which is usually a key part of the SCF complex."
laysumm_plos_1309,PLOS,7,0.39045047760009766,We showed that this unusual way of breaking down Met30 is important for keeping chromosomes stable and helping cells defend themselves against harmful heavy metals.
laysumm_plos_1309,PLOS,8,0.4194807708263397,"More importantly, our findings reveal that a smaller complex made of Cdc53, Rbx1, and Cdc34 works on its own without Skp1 and plays important roles in the cell."
