run,model,variant,article_id,source_dataset,original_index,sentence_index,sentence,rouge1_to_ref,rougeL_to_ref,risk_score,risk_tags,word_count,letters,avg_chars,long_word_count,long_word_ratio,hard_word_count,hard_word_ratio,fkgl,cli,dcrs
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0006,eLife,6,11,The results were in agreement with the predictions of the bounded evidence accumulation model.,,,0,,14,80,5.714285714285714,2,0.14285714285714285,4,0.2857142857142857,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0006,eLife,6,12,The size of the observed effects matched what the mathematical model expected.,,,0,,12,66,5.5,1,0.08333333333333333,3,0.25,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0006,eLife,6,13,The model suggests that volatility disperses the decision variable away from its expected path.,,,2,hard_word_dense|hedged,14,81,5.785714285714286,1,0.07142857142857142,5,0.35714285714285715,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0006,eLife,6,14,This dispersion causes the brain to reach a final choice in less time.,,,0,causal_or_inferential,13,57,4.384615384615385,1,0.07692307692307693,1,0.07692307692307693,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0006,eLife,6,15,The sensory manipulation added unbiased noise to regions of the brain that select motion.,,,0,,14,75,5.357142857142857,1,0.07142857142857142,3,0.21428571428571427,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0006,eLife,6,16,The macaque recordings confirmed that the visual cortex responded to this added noise.,,,2,hard_word_dense,13,73,5.615384615384615,1,0.07692307692307693,4,0.3076923076923077,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0006,eLife,6,17,The increase in confidence was observed across a range of different visual stimuli.,,,2,hard_word_dense,13,70,5.384615384615385,1,0.07692307692307693,5,0.38461538461538464,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0006,eLife,6,18,Both species showed similar changes in how they reacted to the noisy signals.,,,0,,13,64,4.923076923076923,0,0.0,1,0.07692307692307693,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,1,The bacterial enzyme OspI from Shigella flexneri changes a specific part of the human protein UBC13.,,,2,hard_word_dense|number,16,82,5.125,0,0.0,5,0.3125,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,2,This enzyme converts a glutamine residue at site Q100 into a glutamate residue through a process called deamidation.,,,2,hard_word_dense|number,18,95,5.277777777777778,1,0.05555555555555555,6,0.3333333333333333,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,3,This chemical change stops UBC13 from working with another protein called TRAF6.,,,0,number,12,65,5.416666666666667,0,0.0,2,0.16666666666666666,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,4,"Normally, these two proteins work together to signal the immune system to fight the infection.",,,0,,15,78,5.2,0,0.0,4,0.26666666666666666,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,5,"When they cannot work together, the body's NF-κB inflammatory response is silenced.",,,2,hard_word_dense|negation_or_contrast,12,67,5.583333333333333,1,0.08333333333333333,4,0.3333333333333333,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,6,The modification inhibits the interaction between UBC13 and TRAF6 by disrupting their connections.,,,4,long_word_dense|hard_word_dense|number,13,82,6.3076923076923075,4,0.3076923076923077,5,0.38461538461538464,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,7,"Even though the overall shape of the protein does not change, it loses its ability to stick to its partner.",,,1,long_sentence|negation_or_contrast,20,86,4.3,0,0.0,2,0.1,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,8,It specifically perturbs both the stable native and temporary transient interactions between them.,,,2,hard_word_dense,13,85,6.538461538461538,2,0.15384615384615385,4,0.3076923076923077,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,9,The change causes UBC13 to form a new intramolecular salt-bridge within itself.,,,0,causal_or_inferential|number,12,64,5.333333333333333,2,0.16666666666666666,2,0.16666666666666666,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,10,A salt-bridge is an electrical attraction between positive and negative parts of the proteins.,,,4,long_word_dense|hard_word_dense,14,79,5.642857142857143,3,0.21428571428571427,5,0.35714285714285715,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,11,This internal bond competes with the intermolecular salt-bridge needed to bind to TRAF6.,,,2,hard_word_dense|number,13,73,5.615384615384615,2,0.15384615384615385,4,0.3076923076923077,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,12,Electrostatic repulsion between the new glutamate and the surface of TRAF6 also prevents binding.,,,0,number,14,82,5.857142857142857,1,0.07142857142857142,4,0.2857142857142857,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,13,The new negative charge on UBC13 repels the negatively charged surface of its partner.,,,0,number,14,70,5.0,1,0.07142857142857142,3,0.21428571428571427,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,14,"Like two magnets with the same poles facing each other, the similar negative charges push the proteins away from one another.",,,1,long_sentence,21,103,4.904761904761905,0,0.0,3,0.14285714285714285,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,15,This study shows how a post-translational modification can control protein-protein association.,,,4,long_word_dense|hard_word_dense|technical_density,11,82,7.454545454545454,4,0.36363636363636365,4,0.36363636363636365,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,16,Small chemical changes interfere with how transient complexes briefly touch and bind.,,,0,,12,73,6.083333333333333,0,0.0,3,0.25,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0026,eLife,26,17,This discovery explains a subtle way that pathogens can hijack human cell signaling.,,,0,causal_or_inferential,13,71,5.461538461538462,0,0.0,3,0.23076923076923078,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,1,Working memory emerges from large-scale network interactions in the brain.,,,4,long_word_dense|hard_word_dense,10,63,6.3,2,0.2,4,0.4,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,2,This memory allows people to hold and use information for short periods.,,,0,,12,60,5.0,1,0.08333333333333333,2,0.16666666666666666,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,3,It is an emergent property of many brain regions working together.,,,0,,11,55,5.0,0,0.0,3,0.2727272727272727,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,4,Brain regions exchange information through the synchronization of rhythmic activity.,,,4,long_word_dense|hard_word_dense,10,74,7.4,2,0.2,4,0.4,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,5,These rhythmic waves occur when many brain cells send signals together.,,,0,,11,60,5.454545454545454,0,0.0,1,0.09090909090909091,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,6,This synchronization allows for coordination across long distances in the brain.,,,2,long_word_dense,11,69,6.2727272727272725,2,0.18181818181818182,3,0.2727272727272727,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,7,Researchers used tACS to modulate the right frontoparietal network at 6 Hz.,,,0,number,12,62,5.166666666666667,2,0.16666666666666666,3,0.25,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,8,This method uses mild electrical currents to influence brain wave timing.,,,0,,11,62,5.636363636363637,1,0.09090909090909091,2,0.18181818181818182,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,9,The right frontoparietal network includes frontal and parietal regions that support memory.,,,2,hard_word_dense,12,79,6.583333333333333,1,0.08333333333333333,4,0.3333333333333333,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,10,Induced synchronization improved performance when cognitive demands were high.,,,4,long_word_dense|hard_word_dense|technical_density,9,69,7.666666666666667,2,0.2222222222222222,5,0.5555555555555556,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,11,Participants performed better on difficult tasks requiring them to remember sequences.,,,2,hard_word_dense|technical_density,11,75,6.818181818181818,1,0.09090909090909091,6,0.5454545454545454,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,12,The improvement was seen in a 2-back task where people remember items from two steps back.,,,0,number,16,72,4.5,1,0.0625,2,0.125,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,13,The effects of stimulation depend on the relative phase and cognitive state.,,,0,technical_density,12,64,5.333333333333333,1,0.08333333333333333,3,0.25,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,14,Researchers used fMRI to track how these factors changed brain activity.,,,0,,11,61,5.545454545454546,1,0.09090909090909091,2,0.18181818181818182,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,15,This imaging technique measures changes in blood flow to track active brain areas.,,,2,hard_word_dense,13,69,5.3076923076923075,0,0.0,4,0.3076923076923077,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,16,Synchronous tACS increased parietal activity which correlated with behavioral performance.,,,4,long_word_dense|hard_word_dense|technical_density,10,80,8.0,4,0.4,7,0.7,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,17,The parietal region helps the brain process sensory and spatial information.,,,0,,11,65,5.909090909090909,1,0.09090909090909091,3,0.2727272727272727,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,18,Increased activity in the right inferior parietal lobe led to faster responses.,,,2,hard_word_dense,12,67,5.583333333333333,0,0.0,5,0.4166666666666667,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,19,The relative phase of stimulation influences information flow within the network.,,,4,long_word_dense|hard_word_dense,11,70,6.363636363636363,3,0.2727272727272727,4,0.36363636363636365,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,20,This flow describes how different brain parts send signals to each other.,,,0,,12,61,5.083333333333333,0,0.0,2,0.16666666666666666,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,21,Altering phase synchrony shapes how these network interactions occur.,,,2,hard_word_dense,9,60,6.666666666666667,1,0.1111111111111111,3,0.3333333333333333,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,22,There is a link between brain synchronization and success in a demanding task.,,,0,,13,65,5.0,1,0.07692307692307693,2,0.15384615384615385,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,23,Helping brain regions sync up can improve performance on mental challenges.,,,2,long_word_dense,11,64,5.818181818181818,2,0.18181818181818182,3,0.2727272727272727,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0028,eLife,28,24,This link shows that the beat of brain waves is vital for task success.,,,0,causal_or_inferential,14,57,4.071428571428571,0,0.0,0,0.0,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,1,The granular retrosplenial cortex (RSG) is essential for both spatial and non-spatial behaviors.,,,2,hard_word_dense,13,80,6.153846153846154,2,0.15384615384615385,5,0.38461538461538464,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,2,"This brain region helps with navigation, learning, and memory.",,,0,,9,51,5.666666666666667,1,0.1111111111111111,2,0.2222222222222222,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,3,Damage to this area causes spatial disorientation.,,,0,causal_or_inferential,7,43,6.142857142857143,1,0.14285714285714285,2,0.2857142857142857,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,4,This makes it hard to find your way home.,,,0,,9,32,3.5555555555555554,0,0.0,0,0.0,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,5,It is one of the first regions to show altered activity in Alzheimer’s disease.,,,0,,15,64,4.266666666666667,0,0.0,4,0.26666666666666666,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,6,Researchers used optogenetic circuit mapping in mice to study two types of excitatory neurons.,,,2,long_word_dense,14,80,5.714285714285714,3,0.21428571428571427,3,0.21428571428571427,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,7,These types are low-rheobase (LR) neurons and regular-spiking (RS) neurons.,,,2,long_word_dense,10,59,5.9,2,0.2,2,0.2,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,8,Optogenetics is a technique that activates neurons using pulses of light.,,,0,,11,62,5.636363636363637,1,0.09090909090909091,3,0.2727272727272727,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,9,These two types of neurons have very different physical shapes.,,,0,,10,53,5.3,0,0.0,2,0.2,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,10,They also have different ways of firing electrical signals.,,,0,,9,50,5.555555555555555,1,0.1111111111111111,2,0.2222222222222222,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,11,Spatial information from the anterior thalamus and dorsal subiculum is processed by LR cells.,,,2,hard_word_dense,14,79,5.642857142857143,1,0.07142857142857142,5,0.35714285714285715,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,12,These LR cells are unique to the RSG and not found elsewhere.,,,0,negation_or_contrast,12,49,4.083333333333333,0,0.0,2,0.16666666666666666,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,13,Brain areas involved in direction and position communicate with these cells.,,,2,hard_word_dense,11,65,5.909090909090909,1,0.09090909090909091,4,0.36363636363636365,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,14,These excitable cells are unique among pyramidal cells in this region.,,,0,,11,59,5.363636363636363,0,0.0,3,0.2727272727272727,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,15,Non-spatial information from the claustrum and anterior cingulate cortex is processed by RS cells.,,,2,hard_word_dense,14,83,5.928571428571429,2,0.14285714285714285,5,0.35714285714285715,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,16,These RS cells focus on different inputs than their LR neighbors.,,,0,,11,54,4.909090909090909,0,0.0,1,0.09090909090909091,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,17,Standard neurons in this cortex handle different signals.,,,0,,8,49,6.125,0,0.0,1,0.125,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,18,They are preferentially controlled by sources of mostly non-spatial information.,,,4,long_word_dense|hard_word_dense,10,69,6.9,4,0.4,4,0.4,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,19,Parallel processing is enabled by the anatomical organization of axons and dendrites in layer 1.,,,4,long_word_dense|hard_word_dense|number,15,80,5.333333333333333,3,0.2,6,0.4,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,20,The physical overlap of these branches allows for specific communication.,,,2,hard_word_dense,10,63,6.3,1,0.1,4,0.4,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,21,Precise overlap exists between apical dendrites and dense thalamic axons.,,,2,hard_word_dense,10,63,6.3,0,0.0,5,0.5,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,22,This structure permits the separation of input streams.,,,0,,8,47,5.875,1,0.125,2,0.25,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,23,LR neurons can compute the speed of head rotation from head direction inputs.,,,0,,13,64,4.923076923076923,0,0.0,3,0.23076923076923078,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,24,Specific synaptic dynamics allow the brain to calculate how fast the head turns.,,,2,hard_word_dense,13,67,5.153846153846154,0,0.0,4,0.3076923076923077,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,25,These neurons turn compass-like signals into a gyroscope signal.,,,0,,9,54,6.0,1,0.1111111111111111,2,0.2222222222222222,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,26,This allows for the robust encoding of angular speed.,,,0,,9,44,4.888888888888889,0,0.0,2,0.2222222222222222,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0035,eLife,35,27,The discovery of parallel input streams identifies a neuronal subtype that supports spatial orientation.,,,2,hard_word_dense,14,90,6.428571428571429,2,0.14285714285714285,6,0.42857142857142855,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,1,Stable petal numbers ensure reliable attraction of pollinators to reproductive organs.,,,4,long_word_dense|hard_word_dense,11,75,6.818181818181818,3,0.2727272727272727,5,0.45454545454545453,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,2,Petals are usually required to open the flower and help attract these insects.,,,0,,13,65,5.0,0,0.0,2,0.15384615384615385,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,3,Different insects are attracted to flowers of different shapes and colors.,,,0,,11,63,5.7272727272727275,0,0.0,3,0.2727272727272727,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,4,The plant Arabidopsis thaliana consistently produces four petals in its flowers.,,,4,long_word_dense|hard_word_dense,11,69,6.2727272727272725,2,0.18181818181818182,4,0.36363636363636365,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,5,This petal count is invariant and does not change with genetic diversity.,,,0,negation_or_contrast,12,61,5.083333333333333,0,0.0,3,0.25,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,6,This plant is often used in research studies and its petal count does not change even with genetic diversity.,,,1,long_sentence|negation_or_contrast,19,90,4.7368421052631575,0,0.0,2,0.10526315789473684,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,7,The related species Cardamine hirsuta has a variable petal number.,,,2,hard_word_dense,10,56,5.6,0,0.0,4,0.4,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,8,A single plant can have flowers with zero to four petals.,,,0,,11,46,4.181818181818182,0,0.0,0,0.0,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,9,"Unlike Arabidopsis, this related species lacks robustness in its petal count.",,,4,long_word_dense|hard_word_dense,11,65,5.909090909090909,2,0.18181818181818182,4,0.36363636363636365,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,10,Divergence in the floral regulator gene APETALA1 explains this species difference.,,,4,long_word_dense|hard_word_dense|causal_or_inferential|number,11,70,6.363636363636363,2,0.18181818181818182,4,0.36363636363636365,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,11,"This gene, also called AP1, is a major factor in petal evolution.",,,0,number,12,50,4.166666666666667,0,0.0,1,0.08333333333333333,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,12,"Mutations in this gene cause petal loss in both species, making it a strong candidate for the difference.",,,0,causal_or_inferential,18,86,4.777777777777778,1,0.05555555555555555,3,0.16666666666666666,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,13,Arabidopsis AP1 confers robustness by masking quantitative trait loci.,,,4,long_word_dense|hard_word_dense|number,9,60,6.666666666666667,3,0.3333333333333333,3,0.3333333333333333,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,14,"These loci, or QTL, are other genes that control petal number.",,,0,,11,49,4.454545454545454,0,0.0,0,0.0,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,15,Introducing the Arabidopsis version of the gene into Cardamine hirsuta converts its petal number from variable to a stable count of four.,,,1,long_sentence,22,115,5.2272727272727275,2,0.09090909090909091,5,0.22727272727272727,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,16,The Cardamine version of AP1 fails to complement this masking function.,,,0,number,11,59,5.363636363636363,1,0.09090909090909091,2,0.18181818181818182,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,17,This difference is caused by regulatory regions rather than protein coding regions.,,,0,causal_or_inferential,12,71,5.916666666666667,2,0.16666666666666666,2,0.16666666666666666,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,18,The Cardamine version of the gene cannot restore a stable count of four petals when tested in the lab.,,,1,long_sentence|negation_or_contrast,19,83,4.368421052631579,0,0.0,2,0.10526315789473684,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,19,Cardamine hirsuta maintains variation despite having the potential for four petals.,,,2,hard_word_dense|hedged,11,72,6.545454545454546,0,0.0,5,0.45454545454545453,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,20,Natural populations have enough standing genetic variation to produce four-petalled flowers through recombination.,,,4,long_word_dense|hard_word_dense|technical_density,13,100,7.6923076923076925,3,0.23076923076923078,7,0.5384615384615384,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0057,eLife,57,21,"Natural populations of Cardamine hirsuta typically do not have four petals, but they have the genetic potential to do so.",,,3,long_sentence|hard_word_dense|technical_density|hedged|negation_or_contrast,20,100,5.0,1,0.05,7,0.35,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0062,eLife,62,1,The way digestive organs undergo regeneration in planarians is not well understood.,,,4,long_word_dense|hard_word_dense|negation_or_contrast,12,71,5.916666666666667,3,0.25,5,0.4166666666666667,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0062,eLife,62,2,Planarians are flatworms that can regrow their entire gut after an injury.,,,0,,12,62,5.166666666666667,1,0.08333333333333333,3,0.25,,,
pilot_n20_v7_factuality_chase,gemini3_flash_preview_minimal,generated,laysumm_elife_0062,eLife,62,3,Researchers used laser-capture microdissection and RNA-seq to study the Schmidtea mediterranea gut.,,,4,long_word_dense|hard_word_dense,12,85,7.083333333333333,4,0.3333333333333333,4,0.3333333333333333,,,
