article_id,source_dataset,original_index,model_key,variant,sentence_index,alignscore,word_count,risk_tags,sentence
laysumm_elife_0006,eLife,6,gpt41_mini,generated,5,0.54863,12,hard_word_dense,"Increasing noise leads to faster decisions, lower accuracy, and paradoxically higher confidence."
laysumm_elife_0035,eLife,35,gpt41_mini,generated,10,0.560172,13,negation_or_contrast,This arrangement lets LR and RS neurons receive different input types without overlap.
laysumm_elife_0189,eLife,189,gpt41_mini,generated,6,0.564359,16,,"They held the beta power steady to move a cursor, then reached to get a reward."
laysumm_plos_0457,PLOS,457,gpt41_mini,generated,9,0.564738,24,negation_or_contrast,"Blocking Notch signaling in stem cells does not stop their loss with age and does not change BMP signaling, which supports stem cell renewal."
laysumm_plos_1309,PLOS,1309,gpt41_mini,generated,14,0.573128,18,number,This Skp1-independent degradation pathway is important for chromosome stability and helps yeast survive heavy metal stress like cadmium.
laysumm_elife_0070,eLife,70,gpt41_mini,generated,8,0.581422,15,,The cell tags these proteins with ubiquitin to mark them for destruction by the proteasome.
laysumm_elife_0163,eLife,163,gpt41_mini,generated,9,0.583294,16,number,"miR-9 lowers levels of REST, a protein that represses gene activity, to allow normal dendritic growth."
laysumm_plos_0563,PLOS,563,gpt41_mini,generated,7,0.587579,25,long_sentence,"This binding affects how the abscess forms and how many bacteria grow at the start of infection, as loricrin is expressed within the abscess tissue."
laysumm_plos_0501,PLOS,501,gpt41_mini,generated,9,0.591322,22,number,"The study used a large clinical database with about 300,000 drug-mutant bioactivity data points covering multiple drugs and thousands of HIV mutants."
laysumm_elife_0057,eLife,57,gpt41_mini,generated,12,0.597309,11,number|hard_word_dense,Differences in gene regulation regions of APETALA1 contribute to this failure.
laysumm_plos_0051,PLOS,51,gpt41_mini,generated,10,0.598692,15,number,2-LTR circles are a step before the virus inserts its DNA into the cell genome.
laysumm_plos_1116,PLOS,1116,gpt41_mini,generated,6,0.599958,17,negation_or_contrast,The reasons why some patients worsen from DF to DHF at this time are not well understood.
laysumm_plos_0051,PLOS,51,gpt41_mini,generated,7,0.613973,12,number,Removing Nrf2 increases HIV infection in macrophages and reduces SFN’s antiviral effect.
laysumm_elife_0189,eLife,189,gpt41_mini,generated,10,0.614107,16,,This means neurons were in a state less ready to start moving during high beta periods.
laysumm_plos_0228,PLOS,228,gpt41_mini,generated,8,0.616107,11,,"The feedback was shifted sideways, forcing different movements for different shapes."
laysumm_elife_0070,eLife,70,gpt41_mini,generated,7,0.627023,18,number,The damaged proteins sen2-1HAts and sam35-2HAts are broken down at the mitochondrial outer membrane by the ubiquitin-proteasome system.
laysumm_plos_0563,PLOS,563,gpt41_mini,generated,3,0.628359,24,,Clumping factor B (ClfB) is a surface protein that helps S. aureus attach inside the nose by binding to a skin protein called loricrin.
laysumm_plos_1309,PLOS,1309,gpt41_mini,generated,2,0.62865,11,,"Substrate receptors help CRLs recognize targets, so their balance is essential."
laysumm_elife_0035,eLife,35,gpt41_mini,generated,4,0.636684,16,,This method activates neurons with light to measure how different brain areas connect to the RSG.
laysumm_elife_0070,eLife,70,gpt41_mini,generated,4,0.636759,14,,"While cells remove misfolded proteins in general, how this happens in mitochondria is unclear."
laysumm_plos_0051,PLOS,51,gpt41_mini,generated,9,0.642498,15,number,SFN blocks HIV after the virus enters macrophages but before viral DNA forms 2-LTR circles.
laysumm_plos_0285,PLOS,285,gpt41_mini,generated,8,0.645451,21,hard_word_dense,"ITM uses WHO-recommended disease indicators and age groups, sampling mostly at the district level except for schistosomiasis, which uses sub-district sampling."
laysumm_plos_0051,PLOS,51,gpt41_mini,generated,8,0.64643,13,number,This shows Nrf2 is needed for SFN to block HIV in these cells.
